Type Algo,Taille,Distribution,Desordre,Taux,Shannon,Comparaisons,Accès mémoire,Temps d’execution
Bubble,1000,shannon,4,Non important,0.1,499500,1006640,0.040334463119506836
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,0.1,381,3452,0.0004107952117919922
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,0.1,488587,3000,0.0006473064422607422
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,0.1,4932,14908,0.0013165473937988281
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,0.1,499500,502500,0.03634238243103027
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,0.3,499500,1050060,0.040778398513793945
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,0.3,1394,7164,0.0005917549133300781
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,0.3,456078,3000,0.0006570816040039062
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,0.3,4932,14908,0.0013239383697509766
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,0.3,499500,502500,0.03526711463928223
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,0.5,499500,1067914,0.041687965393066406
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,0.5,1044,5996,0.0005352497100830078
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,0.5,428782,3000,0.0006461143493652344
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,0.5,4932,14908,0.0013134479522705078
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,0.5,499500,502500,0.035698890686035156
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,0.7,499500,1102434,0.042771339416503906
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,0.7,1415,7492,0.0006401538848876953
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,0.7,403865,3000,0.0006215572357177734
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,0.7,4932,14908,0.0013015270233154297
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,0.7,499500,502500,0.03582119941711426
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,0.9,499500,1199136,0.046819210052490234
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,0.9,4093,17478,0.0012347698211669922
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,0.9,311172,3000,0.0007367134094238281
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,0.9,4932,14908,0.0013141632080078125
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,0.9,499500,502500,0.035269975662231445
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.0,499500,1185260,0.045624732971191406
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.0,1897,9158,0.0007889270782470703
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.0,324183,3000,0.0006165504455566406
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.0,4932,14908,0.0013206005096435547
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.0,499500,502500,0.03622794151306152
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.2,499500,1214598,0.04795408248901367
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.2,5445,21938,0.0014393329620361328
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.2,283459,3000,0.0006327629089355469
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.2,4932,14908,0.0013842582702636719
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.2,499500,502500,0.03577280044555664
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.4,499500,1299588,0.05008339881896973
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.4,4163,18100,0.0012631416320800781
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.4,214621,3000,0.0006301403045654297
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.4,4932,14908,0.0013148784637451172
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.4,499500,502500,0.03534889221191406
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.5,499500,1312988,0.051871299743652344
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.5,6319,24754,0.0015935897827148438
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.5,187385,3000,0.0007231235504150391
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.5,4932,14908,0.0013346672058105469
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.5,499500,502500,0.035456180572509766
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.7,499500,1333158,0.05444169044494629
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.7,5146,21294,0.0015244483947753906
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.7,175787,3000,0.0006480216979980469
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.7,4932,14908,0.0013375282287597656
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.7,499500,502500,0.0374445915222168
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,shannon,4,Non important,1.9,499500,1353212,0.055319786071777344
=============,=============,=============,=============,=============,=============,=============
Heap,1000,shannon,4,Non important,1.9,6129,24288,0.0016307830810546875
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,shannon,4,Non important,1.9,140271,3000,0.0006718635559082031
=============,=============,=============,=============,=============,=============,=============
Merge,1000,shannon,4,Non important,1.9,4932,14908,0.0013628005981445312
=============,=============,=============,=============,=============,=============,=============
Selection,1000,shannon,4,Non important,1.9,499500,502500,0.03858447074890137
=============,=============,=============,=============,=============,=============,=============
Bubble,100,-n,taux,0.5,Non important,4950,13878,0.000457763671875
=============,=============,=============,=============,=============,=============,=============
Heap,100,-n,taux,0.5,Non important,766,2800,0.00015211105346679688
=============,=============,=============,=============,=============,=============,=============
Bucket,100,-n,taux,0.5,Non important,40,300,0.0001399517059326172
=============,=============,=============,=============,=============,=============,=============
Merge,100,-n,taux,0.5,Non important,316,988,0.00011014938354492188
=============,=============,=============,=============,=============,=============,=============
Selection,100,-n,taux,0.5,Non important,4950,5250,0.0002734661102294922
=============,=============,=============,=============,=============,=============,=============
Bubble,200,-n,taux,0.5,Non important,19900,52292,0.0017113685607910156
=============,=============,=============,=============,=============,=============,=============
Heap,200,-n,taux,0.5,Non important,1833,6616,0.0003361701965332031
=============,=============,=============,=============,=============,=============,=============
Bucket,200,-n,taux,0.5,Non important,103,600,0.00019097328186035156
=============,=============,=============,=============,=============,=============,=============
Merge,200,-n,taux,0.5,Non important,732,2276,0.00022649765014648438
=============,=============,=============,=============,=============,=============,=============
Selection,200,-n,taux,0.5,Non important,19900,20500,0.0010933876037597656
=============,=============,=============,=============,=============,=============,=============
Bubble,300,-n,taux,0.5,Non important,44850,116876,0.0038232803344726562
=============,=============,=============,=============,=============,=============,=============
Heap,300,-n,taux,0.5,Non important,3028,10838,0.000553131103515625
=============,=============,=============,=============,=============,=============,=============
Bucket,300,-n,taux,0.5,Non important,151,900,0.0002605915069580078
=============,=============,=============,=============,=============,=============,=============
Merge,300,-n,taux,0.5,Non important,1180,3668,0.0003361701965332031
=============,=============,=============,=============,=============,=============,=============
Selection,300,-n,taux,0.5,Non important,44850,45750,0.002697467803955078
=============,=============,=============,=============,=============,=============,=============
Bubble,400,-n,taux,0.5,Non important,79800,205260,0.006529331207275391
=============,=============,=============,=============,=============,=============,=============
Heap,400,-n,taux,0.5,Non important,4298,15308,0.0008311271667480469
=============,=============,=============,=============,=============,=============,=============
Bucket,400,-n,taux,0.5,Non important,197,1200,0.0002551078796386719
=============,=============,=============,=============,=============,=============,=============
Merge,400,-n,taux,0.5,Non important,1664,5152,0.0006017684936523438
=============,=============,=============,=============,=============,=============,=============
Selection,400,-n,taux,0.5,Non important,79800,81000,0.004664897918701172
=============,=============,=============,=============,=============,=============,=============
Bubble,500,-n,taux,0.5,Non important,124750,323676,0.011215448379516602
=============,=============,=============,=============,=============,=============,=============
Heap,500,-n,taux,0.5,Non important,5643,19946,0.0010471343994140625
=============,=============,=============,=============,=============,=============,=============
Bucket,500,-n,taux,0.5,Non important,247,1500,0.0003113746643066406
=============,=============,=============,=============,=============,=============,=============
Merge,500,-n,taux,0.5,Non important,2216,6704,0.0005977153778076172
=============,=============,=============,=============,=============,=============,=============
Selection,500,-n,taux,0.5,Non important,124750,126250,0.007980585098266602
=============,=============,=============,=============,=============,=============,=============
Bubble,600,-n,taux,0.5,Non important,179700,468762,0.015651702880859375
=============,=============,=============,=============,=============,=============,=============
Heap,600,-n,taux,0.5,Non important,6981,24742,0.0013020038604736328
=============,=============,=============,=============,=============,=============,=============
Bucket,600,-n,taux,0.5,Non important,320,1800,0.0003452301025390625
=============,=============,=============,=============,=============,=============,=============
Merge,600,-n,taux,0.5,Non important,2660,8236,0.00070953369140625
=============,=============,=============,=============,=============,=============,=============
Selection,600,-n,taux,0.5,Non important,179700,181500,0.01076054573059082
=============,=============,=============,=============,=============,=============,=============
Bubble,700,-n,taux,0.5,Non important,244650,630712,0.02154827117919922
=============,=============,=============,=============,=============,=============,=============
Heap,700,-n,taux,0.5,Non important,8373,29652,0.0015368461608886719
=============,=============,=============,=============,=============,=============,=============
Bucket,700,-n,taux,0.5,Non important,344,2100,0.0003941059112548828
=============,=============,=============,=============,=============,=============,=============
Merge,700,-n,taux,0.5,Non important,3172,9848,0.000820159912109375
=============,=============,=============,=============,=============,=============,=============
Selection,700,-n,taux,0.5,Non important,244650,246750,0.01498270034790039
=============,=============,=============,=============,=============,=============,=============
Bubble,800,-n,taux,0.5,Non important,319600,826292,0.02906346321105957
=============,=============,=============,=============,=============,=============,=============
Heap,800,-n,taux,0.5,Non important,9806,34626,0.0018529891967773438
=============,=============,=============,=============,=============,=============,=============
Bucket,800,-n,taux,0.5,Non important,376,2400,0.0005857944488525391
=============,=============,=============,=============,=============,=============,=============
Merge,800,-n,taux,0.5,Non important,3728,11504,0.0009655952453613281
=============,=============,=============,=============,=============,=============,=============
Selection,800,-n,taux,0.5,Non important,319600,322000,0.02022862434387207
=============,=============,=============,=============,=============,=============,=============
Bubble,900,-n,taux,0.5,Non important,404550,1046178,0.03723549842834473
=============,=============,=============,=============,=============,=============,=============
Heap,900,-n,taux,0.5,Non important,11287,39756,0.0020933151245117188
=============,=============,=============,=============,=============,=============,=============
Bucket,900,-n,taux,0.5,Non important,441,2700,0.0004975795745849609
=============,=============,=============,=============,=============,=============,=============
Merge,900,-n,taux,0.5,Non important,4304,13180,0.0010957717895507812
=============,=============,=============,=============,=============,=============,=============
Selection,900,-n,taux,0.5,Non important,404550,407250,0.02465200424194336
=============,=============,=============,=============,=============,=============,=============
Bubble,1000,-n,taux,0.5,Non important,499500,1295878,0.04709911346435547
=============,=============,=============,=============,=============,=============,=============
Heap,1000,-n,taux,0.5,Non important,12811,44984,0.0024449825286865234
=============,=============,=============,=============,=============,=============,=============
Bucket,1000,-n,taux,0.5,Non important,509,3000,0.0005335807800292969
=============,=============,=============,=============,=============,=============,=============
Merge,1000,-n,taux,0.5,Non important,4932,14908,0.0012488365173339844
=============,=============,=============,=============,=============,=============,=============
